year,month,day,home_team,away_team,home_score,away_score,tournament,country,neutral
2018,11,15,Croatia,Spain,3,2,European Nations League A,Croatia,FALSE
2018,11,15,Kazakhstan,Latvia,1,1,European Nations League D,Kazakhstan,FALSE
2018,11,15,San Marino,Moldova,0,1,European Nations League D,San Marino,FALSE
2018,11,15,Andorra,Georgia,1,1,European Nations League D,Andorra,FALSE
2018,11,16,Japan,Venezuela,1,1,Friendly,Japan,FALSE
2018,11,16,Hong Kong,Mongolia,5,1,East Asian Championship qual,Taiwan,TRUE
2018,11,16,Vietnam,Malaysia,2,0,Southeast Asian Champ,Vietnam,FALSE
2018,11,16,Oman,Syria,1,1,Friendly,Oman,FALSE
2018,11,16,Taiwan,North Korea,0,2,East Asian Championship qual,Taiwan,FALSE
2018,11,16,Laos,Myanmar,1,3,Southeast Asian Champ,Laos,FALSE
2018,11,16,Palestine,Pakistan,2,1,Friendly,Palestine,FALSE
2018,11,16,Saudi Arabia,Yemen,1,0,Friendly,Saudi Arabia,FALSE
2018,11,16,United Arab Emirates,Bolivia,0,0,Friendly,United Arab Emirates,FALSE
2018,11,16,Egypt,Tunisia,3,2,African Nations Cup qualifier,Egypt,FALSE
2018,11,16,South Sudan,Burundi,2,5,African Nations Cup qualifier,South Sudan,FALSE
2018,11,16,Morocco,Cameroon,2,0,African Nations Cup qualifier,Morocco,FALSE
2018,11,16,Chile,Costa Rica,2,3,Friendly,Chile,FALSE
2018,11,16,Bermuda,El Salvador,1,0,CONCACAF Nations League q,Bermuda,FALSE
2018,11,16,Argentina,Mexico,2,0,Friendly,Argentina,FALSE
2018,11,16,Aruba,Montserrat,0,2,CONCACAF Nations League q,Curacao,TRUE
2018,11,16,Honduras,Panama,1,0,Friendly,Honduras,FALSE
2018,11,16,Grenada,Saint Martin,5,2,CONCACAF Nations League q,Grenada,FALSE
2018,11,16,Belize,Puerto Rico,1,0,CONCACAF Nations League q,Belize,FALSE
2018,11,16,Brazil,Uruguay,1,0,Friendly,England,TRUE
2018,11,16,Wales,Denmark,1,2,European Nations League B,Wales,FALSE
2018,11,16,Netherlands,France,2,0,European Nations League A,Netherlands,FALSE
2018,11,16,Slovenia,Norway,1,1,European Nations League C,Slovenia,FALSE
2018,11,16,Cyprus,Bulgaria,1,1,European Nations League C,Cyprus,FALSE
2018,11,16,Slovakia,Ukraine,4,1,European Nations League B,Slovakia,FALSE
2018,11,16,Gibraltar,Armenia,2,6,European Nations League D,Gibraltar,FALSE
2018,11,16,Liechtenstein,Macedonia,0,2,European Nations League D,Liechtenstein,FALSE
2018,11,17,Philippines,East Timor,3,2,Southeast Asian Champ,Malaysia,TRUE
2018,11,17,Australia,South Korea,1,1,Friendly,Australia,FALSE
2018,11,17,Thailand,Indonesia,4,2,Southeast Asian Champ,Thailand,FALSE
2018,11,17,Jordan,India,2,1,Friendly,Jordan,FALSE
2018,11,17,South Africa,Nigeria,1,1,African Nations Cup qualifier,South Africa,FALSE
2018,11,17,Uganda,Cape Verde,1,0,African Nations Cup qualifier,Uganda,FALSE
2018,11,17,Gambia,Benin,3,1,African Nations Cup qualifier,The Gambia,TRUE
2018,11,17,Namibia,Guinea-Bissau,0,0,African Nations Cup qualifier,Namibia,FALSE
2018,11,17,Seychelles,Libya,1,8,African Nations Cup qualifier,Seychelles,FALSE
2018,11,17,Comoros,Malawi,2,1,African Nations Cup qualifier,Comoros,FALSE
2018,11,17,Gabon,Mali,0,1,African Nations Cup qualifier,Gabon,FALSE
2018,11,17,Equatorial Guinea,Senegal,0,1,African Nations Cup qualifier,Equatorial Guinea,FALSE
2018,11,17,Nicaragua,Haiti,0,2,CONCACAF Nations League q,Nicaragua,FALSE
2018,11,17,Jamaica,Suriname,2,1,CONCACAF Nations League q,Jamaica,FALSE
2018,11,17,Cuba,Dominican Republic,1,0,CONCACAF Nations League q,Cuba,FALSE
2018,11,17,Cayman Islands,Saint Lucia,0,0,CONCACAF Nations League q,Cayman Islands,FALSE
2018,11,17,Vanuatu,New Caledonia,2,2,Friendly,Vanuatu,FALSE
2018,11,17,Albania,Scotland,0,4,European Nations League C,Albania,FALSE
2018,11,17,Turkey,Sweden,0,1,European Nations League B,Turkey,FALSE
2018,11,17,Italy,Portugal,0,0,European Nations League A,Italy,FALSE
2018,11,17,Romania,Lithuania,3,0,European Nations League C,Romania,FALSE
2018,11,17,Serbia,Montenegro,2,1,European Nations League C,Serbia,FALSE
2018,11,17,Malta,Kosovo,0,5,European Nations League D,Malta,FALSE
2018,11,17,Azerbaijan,Faroe Islands,2,0,European Nations League D,Azerbaijan,FALSE
2018,11,18,Lesotho,Tanzania,1,0,African Nations Cup qualifier,Lesotho,FALSE
2018,11,18,Liberia,Zimbabwe,1,0,African Nations Cup qualifier,Liberia,FALSE
2018,11,18,Mozambique,Zambia,1,0,African Nations Cup qualifier,Mozambique,FALSE
2018,11,18,Madagascar,Sudan,1,3,African Nations Cup qualifier,Madagascar,FALSE
2018,11,18,Ethiopia,Ghana,0,2,African Nations Cup qualifier,Ethiopia,FALSE
2018,11,18,Congo,DR Congo,1,1,African Nations Cup qualifier,Congo,FALSE
2018,11,18,Togo,Algeria,1,4,African Nations Cup qualifier,Togo,FALSE
2018,11,18,Rwanda,Central African Republic,2,2,African Nations Cup qualifier,Rwanda,FALSE
2018,11,18,Angola,Burkina Faso,2,1,African Nations Cup qualifier,Angola,FALSE
2018,11,18,Guinea,Ivory Coast,1,1,African Nations Cup qualifier,Guinea,FALSE
2018,11,18,Eswatini,Niger,1,2,African Nations Cup qualifier,Eswatini,FALSE
2018,11,18,Mauritania,Botswana,2,1,African Nations Cup qualifier,Mauritania,FALSE
2018,11,18,Saint Kitts and Nevis,Canada,0,1,CONCACAF Nations League q,Saint Kitts and Nevis,FALSE
2018,11,18,Barbados,US Virgin Islands,3,0,CONCACAF Nations League q,Barbados,FALSE
2018,11,18,Turks and Caicos Islands,St Vincent & Grenadines,3,2,CONCACAF Nations League q,Turks and Caicos Islands,FALSE
2018,11,18,Bahamas,Anguilla,1,1,CONCACAF Nations League q,Bahamas,FALSE
2018,11,18,England,Croatia,2,1,European Nations League A,England,FALSE
2018,11,18,Northern Ireland,Austria,1,2,European Nations League B,Northern Ireland,FALSE
2018,11,18,Hungary,Finland,2,0,European Nations League C,Hungary,FALSE
2018,11,18,Switzerland,Belgium,5,2,European Nations League A,Switzerland,FALSE
2018,11,18,Moldova,Luxembourg,1,1,European Nations League D,Moldova,FALSE
2018,11,18,Greece,Estonia,0,1,European Nations League C,Greece,FALSE
2018,11,18,Spain,Bosnia and Herzegovina,1,0,Friendly,Spain,FALSE
2018,11,18,San Marino,Belarus,0,2,European Nations League D,San Marino,FALSE
2018,11,19,Oman,Bahrain,2,1,Friendly,Oman,FALSE
2018,11,19,Iceland,Qatar,2,2,Friendly,Belgium,TRUE
2018,11,19,Curacao,Guadeloupe,6,0,CONCACAF Nations League q,Curacao,FALSE
2018,11,19,Martinique,Antigua and Barbuda,4,2,CONCACAF Nations League q,Martinique,FALSE
2018,11,19,Germany,Netherlands,2,2,European Nations League A,Germany,FALSE
2018,11,19,Cyprus,Norway,0,2,European Nations League C,Cyprus,FALSE
2018,11,19,Denmark,Ireland,0,0,European Nations League B,Denmark,FALSE
2018,11,19,Andorra,Latvia,0,0,European Nations League D,Andorra,FALSE
2018,11,19,Bulgaria,Slovenia,1,1,European Nations League C,Bulgaria,FALSE
2018,11,19,Czechia,Slovakia,1,0,European Nations League B,Czechia,FALSE
2018,11,19,Liechtenstein,Armenia,2,2,European Nations League D,Liechtenstein,FALSE
2018,11,19,Georgia,Kazakhstan,2,1,European Nations League D,Georgia,FALSE
2018,11,19,Macedonia,Gibraltar,4,0,European Nations League D,Macedonia,FALSE
2018,11,20,Japan,Kyrgyzstan,4,0,Friendly,Japan,FALSE
2018,11,20,Australia,Lebanon,3,0,Friendly,Australia,FALSE
2018,11,20,China,Palestine,1,1,Friendly,China,FALSE
2018,11,20,Iran,Venezuela,1,1,Friendly,Qatar,TRUE
2018,11,20,South Korea,Uzbekistan,4,0,Friendly,Australia,TRUE
2018,11,20,Myanmar,Vietnam,0,0,Southeast Asian Champ,Myanmar,FALSE
2018,11,20,Kuwait,Syria,1,2,Friendly,Kuwait,FALSE
2018,11,20,Cambodia,Laos,3,1,Southeast Asian Champ,Cambodia,FALSE
2018,11,20,Bolivia,Iraq,0,0,Friendly,United Arab Emirates,TRUE
2018,11,20,Jordan,Saudi Arabia,1,1,Friendly,Jordan,FALSE
2018,11,20,United Arab Emirates,Yemen,2,0,Friendly,United Arab Emirates,FALSE
2018,11,20,South Africa,Paraguay,1,1,Friendly tournament,South Africa,FALSE
2018,11,20,Nigeria,Uganda,0,0,Friendly,Nigeria,FALSE
2018,11,20,Tunisia,Morocco,0,1,Friendly,Tunisia,FALSE
2018,11,20,Brazil,Cameroon,1,0,Friendly,England,TRUE
2018,11,20,Italy,United States,1,0,Friendly,Belgium,TRUE
2018,11,20,Peru,Costa Rica,2,3,Friendly,Peru,FALSE
2018,11,20,El Salvador,Haiti,1,0,Friendly,El Salvador,FALSE
2018,11,20,Argentina,Mexico,2,0,Friendly,Argentina,FALSE
2018,11,20,Chile,Honduras,4,1,Friendly,Chile,FALSE
2018,11,20,French Guiana,Guyana,2,1,CONCACAF Nations League q,French Guiana,FALSE
2018,11,20,Dominica,Sint Maarten,2,0,CONCACAF Nations League q,Anguilla,TRUE
2018,11,20,Panama,Ecuador,1,2,Friendly,Panama,FALSE
2018,11,20,France,Uruguay,1,0,Friendly,France,FALSE
2018,11,20,Scotland,Israel,3,2,European Nations League C,Scotland,FALSE
2018,11,20,Albania,Wales,1,0,Friendly,Albania,FALSE
2018,11,20,Sweden,Russia,2,0,European Nations League B,Sweden,FALSE
2018,11,20,Portugal,Poland,1,1,European Nations League A,Portugal,FALSE
2018,11,20,Montenegro,Romania,0,1,European Nations League C,Montenegro,FALSE
2018,11,20,Serbia,Lithuania,4,1,European Nations League C,Serbia,FALSE
2018,11,20,Turkey,Ukraine,0,0,Friendly,Turkey,FALSE
2018,11,20,Malta,Faroe Islands,1,1,European Nations League D,Malta,FALSE
2018,11,20,Kosovo,Azerbaijan,4,0,European Nations League D,Kosovo,FALSE
2018,11,21,Philippines,Thailand,1,1,Southeast Asian Champ,Philippines,FALSE
2018,11,21,Singapore,East Timor,6,1,Southeast Asian Champ,Singapore,FALSE
2018,11,24,Vietnam,Cambodia,3,0,Southeast Asian Champ,Vietnam,FALSE
2018,11,24,Malaysia,Myanmar,3,0,Southeast Asian Champ,Malaysia,FALSE
2018,11,25,Indonesia,Philippines,0,0,Southeast Asian Champ,Indonesia,FALSE
2018,11,25,Thailand,Singapore,3,0,Southeast Asian Champ,Thailand,FALSE
2018,12,1,Malaysia,Thailand,0,0,Southeast Asian Champ,Malaysia,FALSE
2018,12,2,Philippines,Vietnam,1,2,Southeast Asian Champ,Philippines,FALSE
2018,12,5,Thailand,Malaysia,2,2,Southeast Asian Champ,Thailand,FALSE
2018,12,6,Vietnam,Philippines,2,1,Southeast Asian Champ,Vietnam,FALSE
2018,12,11,Malaysia,Vietnam,2,2,Southeast Asian Champ,Malaysia,FALSE
2018,12,13,Oman,Tajikistan,2,1,Friendly,Oman,FALSE
2018,12,15,Vietnam,Malaysia,1,0,Southeast Asian Champ,Vietnam,FALSE
2018,12,16,Palestine,Pakistan,2,0,Friendly,Qatar,TRUE
2018,12,16,Oman,Tajikistan,1,0,Friendly,Oman,FALSE
2018,12,20,Kyrgyzstan,Jordan,1,0,Friendly,Qatar,TRUE
2018,12,20,Bahrain,Tajikistan,5,0,Friendly,Bahrain,FALSE
2018,12,23,Qatar,Jordan,2,0,Friendly,Qatar,FALSE
2018,12,24,Iraq,China,2,1,Friendly,Qatar,TRUE
2018,12,24,Iran,Palestine,1,1,Friendly,Qatar,TRUE
2018,12,25,Turkmenistan,Afghanistan,2,0,Friendly,Turkey,TRUE
2018,12,25,Vietnam,North Korea,1,1,Friendly,Vietnam,FALSE
2018,12,25,Qatar,Kyrgyzstan,1,0,Friendly,Qatar,FALSE
2018,12,27,India,Oman,0,0,Friendly,United Arab Emirates,TRUE
2018,12,27,Bahrain,Lebanon,1,0,Friendly,Bahrain,FALSE
2018,12,27,Qatar,Algeria,0,1,Friendly,Qatar,FALSE
2018,12,28,China,Jordan,1,1,Friendly,Qatar,TRUE
2018,12,28,Afghanistan,Turkmenistan,2,2,Friendly,Turkey,TRUE
2018,12,28,Iraq,Palestine,1,0,Friendly,Qatar,TRUE
2018,12,28,United Arab Emirates,Kuwait,0,2,Friendly,United Arab Emirates,FALSE
2018,12,29,Bahrain,North Korea,4,0,Friendly,Bahrain,FALSE
2018,12,30,Australia,Oman,5,0,Friendly,United Arab Emirates,TRUE
2018,12,30,Syria,Yemen,1,0,Friendly,United Arab Emirates,TRUE
2018,12,31,Vietnam,Philippines,4,2,Friendly,Qatar,TRUE
2018,12,31,Qatar,Iran,1,2,Friendly,Qatar,FALSE
2018,12,31,Saudi Arabia,South Korea,0,0,Friendly,United Arab Emirates,TRUE
2018,12,31,Kyrgyzstan,Palestine,2,1,Friendly,Qatar,TRUE
2019,1,2,Oman,Thailand,2,0,Friendly,United Arab Emirates,TRUE
2019,1,5,United Arab Emirates,Bahrain,1,1,Asian Cup,United Arab Emirates,FALSE
2019,1,6,Jordan,Australia,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,6,India,Thailand,4,1,Asian Cup,United Arab Emirates,TRUE
2019,1,6,Palestine,Syria,0,0,Asian Cup,United Arab Emirates,TRUE
2019,1,7,South Korea,Philippines,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,7,China,Kyrgyzstan,2,1,Asian Cup,United Arab Emirates,TRUE
2019,1,7,Iran,Yemen,5,0,Asian Cup,United Arab Emirates,TRUE
2019,1,8,Iraq,Vietnam,3,2,Asian Cup,United Arab Emirates,TRUE
2019,1,8,Saudi Arabia,North Korea,4,0,Asian Cup,United Arab Emirates,TRUE
2019,1,8,Finland,Sweden,1,0,Friendly,Qatar,TRUE
2019,1,9,Japan,Turkmenistan,3,2,Asian Cup,United Arab Emirates,TRUE
2019,1,9,Qatar,Lebanon,2,0,Asian Cup,United Arab Emirates,TRUE
2019,1,9,Uzbekistan,Oman,2,1,Asian Cup,United Arab Emirates,TRUE
2019,1,10,United Arab Emirates,India,2,0,Asian Cup,United Arab Emirates,FALSE
2019,1,10,Jordan,Syria,2,0,Asian Cup,United Arab Emirates,TRUE
2019,1,10,Thailand,Bahrain,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,11,China,Philippines,3,0,Asian Cup,United Arab Emirates,TRUE
2019,1,11,Australia,Palestine,3,0,Asian Cup,United Arab Emirates,TRUE
2019,1,11,South Korea,Kyrgyzstan,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,11,Iceland,Sweden,2,2,Friendly,Qatar,TRUE
2019,1,11,Estonia,Finland,2,1,Friendly,Qatar,TRUE
2019,1,12,Saudi Arabia,Lebanon,2,0,Asian Cup,United Arab Emirates,TRUE
2019,1,12,Iran,Vietnam,2,0,Asian Cup,United Arab Emirates,TRUE
2019,1,12,Iraq,Yemen,3,0,Asian Cup,United Arab Emirates,TRUE
2019,1,13,Japan,Oman,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,13,Qatar,North Korea,6,0,Asian Cup,United Arab Emirates,TRUE
2019,1,13,Uzbekistan,Turkmenistan,4,0,Asian Cup,United Arab Emirates,TRUE
2019,1,14,Bahrain,India,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,14,United Arab Emirates,Thailand,1,1,Asian Cup,United Arab Emirates,FALSE
2019,1,15,Australia,Syria,3,2,Asian Cup,United Arab Emirates,TRUE
2019,1,15,Jordan,Palestine,0,0,Asian Cup,United Arab Emirates,TRUE
2019,1,15,Estonia,Iceland,0,0,Friendly,Qatar,TRUE
2019,1,16,Kyrgyzstan,Philippines,3,1,Asian Cup,United Arab Emirates,TRUE
2019,1,16,South Korea,China,2,0,Asian Cup,United Arab Emirates,TRUE
2019,1,16,Iran,Iraq,0,0,Asian Cup,United Arab Emirates,TRUE
2019,1,16,Vietnam,Yemen,2,0,Asian Cup,United Arab Emirates,TRUE
2019,1,17,Japan,Uzbekistan,2,1,Asian Cup,United Arab Emirates,TRUE
2019,1,17,Lebanon,North Korea,4,1,Asian Cup,United Arab Emirates,TRUE
2019,1,17,Qatar,Saudi Arabia,2,0,Asian Cup,United Arab Emirates,TRUE
2019,1,17,Oman,Turkmenistan,3,1,Asian Cup,United Arab Emirates,TRUE
2019,1,20,China,Thailand,2,1,Asian Cup,United Arab Emirates,TRUE
2019,1,20,Iran,Oman,2,0,Asian Cup,United Arab Emirates,TRUE
2019,1,20,Jordan,Vietnam,1,1,Asian Cup,United Arab Emirates,TRUE
2019,1,21,Japan,Saudi Arabia,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,21,Australia,Uzbekistan,0,0,Asian Cup,United Arab Emirates,TRUE
2019,1,21,United Arab Emirates,Kyrgyzstan,3,2,Asian Cup,United Arab Emirates,FALSE
2019,1,22,South Korea,Bahrain,2,1,Asian Cup,United Arab Emirates,TRUE
2019,1,22,Qatar,Iraq,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,24,Japan,Vietnam,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,24,Iran,China,3,0,Asian Cup,United Arab Emirates,TRUE
2019,1,25,United Arab Emirates,Australia,1,0,Asian Cup,United Arab Emirates,FALSE
2019,1,25,Qatar,South Korea,1,0,Asian Cup,United Arab Emirates,TRUE
2019,1,27,United States,Panama,3,0,Friendly,United States,FALSE
2019,1,28,Japan,Iran,3,0,Asian Cup,United Arab Emirates,TRUE
2019,1,29,United Arab Emirates,Qatar,0,4,Asian Cup,United Arab Emirates,FALSE
2019,2,1,Qatar,Japan,3,1,Asian Cup,United Arab Emirates,TRUE
2019,2,2,United States,Costa Rica,2,0,Friendly,United States,FALSE
2019,2,16,Dominican Republic,Guadeloupe,1,0,Friendly,Dominican Republic,FALSE
2019,2,21,Kazakhstan,Moldova,1,0,Friendly,Turkey,TRUE
2019,2,23,Sint Maarten,Saint Barthelemy,1,1,Friendly,Sint Maarten,FALSE
2019,2,25,Cuba,Bermuda,2,2,Friendly,Cuba,FALSE
2019,2,27,Cuba,Bermuda,5,0,Friendly,Cuba,FALSE
2019,2,28,St Vincent & Grenadines,Barbados,2,0,Windward Islands Champ,St Vincent & Grenadines,FALSE
2019,2,28,Grenada,Saint Lucia,1,0,Windward Islands Champ,St Vincent & Grenadines,TRUE
2019,3,2,Dominica,Grenada,1,0,Windward Islands Champ,St Vincent & Grenadines,TRUE
2019,3,2,St Vincent & Grenadines,Saint Lucia,2,1,Windward Islands Champ,St Vincent & Grenadines,FALSE
2019,3,3,Bolivia,Nicaragua,2,2,Friendly,Bolivia,FALSE
2019,3,4,Barbados,Grenada,0,0,Windward Islands Champ,St Vincent & Grenadines,TRUE
2019,3,4,Dominica,Saint Lucia,1,1,Windward Islands Champ,St Vincent & Grenadines,TRUE
2019,3,6,El Salvador,Guatemala,3,1,Friendly,United States,TRUE
2019,3,6,Barbados,Saint Lucia,2,0,Windward Islands Champ,St Vincent & Grenadines,TRUE
2019,3,6,St Vincent & Grenadines,Dominica,2,1,Windward Islands Champ,St Vincent & Grenadines,FALSE
2019,3,8,Barbados,Dominica,2,0,Windward Islands Champ,St Vincent & Grenadines,TRUE
2019,3,8,St Vincent & Grenadines,Grenada,1,1,Windward Islands Champ,St Vincent & Grenadines,FALSE
2019,3,9,Cambodia,Bangladesh,0,1,Friendly,Cambodia,FALSE
2019,3,10,Mozambique,Eswatini,1,1,Friendly,South Africa,TRUE
2019,3,10,Anguilla,Saint Martin,2,1,Friendly,Anguilla,FALSE
2019,3,16,Suriname,Guyana,3,1,Friendly,Suriname,FALSE
2019,3,16,Bahamas,Turks and Caicos Islands,6,1,Friendly,Bahamas,FALSE
2019,3,17,Saint Barthelemy,Saint Martin,4,3,Friendly,Saint Barthelemy,FALSE
2019,3,18,Fiji,New Caledonia,3,0,Friendly tournament,Fiji,FALSE
2019,3,18,Solomon Islands,Vanuatu,3,1,Friendly,Solomon Islands,FALSE
2019,3,19,Myanmar,Taiwan,0,0,Friendly,Myanmar,FALSE
2019,3,20,Oman,Afghanistan,5,0,Friendly tournament,Malaysia,TRUE
2019,3,20,Iraq,Syria,1,0,Friendly tournament,Iraq,FALSE
2019,3,20,Malaysia,Singapore,0,1,Friendly tournament,Malaysia,FALSE
2019,3,20,Wales,Trinidad and Tobago,1,0,Friendly,Wales,FALSE
2019,3,20,Germany,Serbia,1,1,Friendly,Germany,FALSE
2019,3,21,China,Thailand,0,1,Friendly tournament,China,FALSE
2019,3,21,Kuwait,Nepal,0,0,Friendly,Kuwait,FALSE
2019,3,21,United Arab Emirates,Saudi Arabia,2,1,Friendly,United Arab Emirates,FALSE
2019,3,21,Mauritius,New Caledonia,3,1,Friendly tournament,Fiji,TRUE
2019,3,21,United States,Ecuador,1,0,Friendly,United States,FALSE
2019,3,21,St Vincent & Grenadines,Bonaire,2,1,CONCACAF Nations League q,St Vincent & Grenadines,FALSE
2019,3,21,British Virgin Islands,Turks and Caicos Islands,2,2,CONCACAF Nations League q,Anguilla,TRUE
2019,3,21,Kazakhstan,Scotland,3,0,European Championship qual,Kazakhstan,FALSE
2019,3,21,Northern Ireland,Estonia,2,0,European Championship qual,Northern Ireland,FALSE
2019,3,21,Austria,Poland,0,1,European Championship qual,Austria,FALSE
2019,3,21,Slovakia,Hungary,2,0,European Championship qual,Slovakia,FALSE
2019,3,21,Belgium,Russia,3,1,European Championship qual,Belgium,FALSE
2019,3,21,Netherlands,Belarus,4,0,European Championship qual,Netherlands,FALSE
2019,3,21,Kosovo,Denmark,2,2,Friendly,Kosovo,FALSE
2019,3,21,North Macedonia,Latvia,3,1,European Championship qual,North Macedonia,FALSE
2019,3,21,Israel,Slovenia,1,1,European Championship qual,Israel,FALSE
2019,3,21,Croatia,Azerbaijan,2,1,European Championship qual,Croatia,FALSE
2019,3,21,Cyprus,San Marino,5,0,European Championship qual,Cyprus,FALSE
2019,3,22,Japan,Colombia,0,1,Friendly,Japan,FALSE
2019,3,22,South Korea,Bolivia,1,0,Friendly,South Korea,FALSE
2019,3,22,Uruguay,Uzbekistan,3,0,Friendly tournament,China,TRUE
2019,3,22,Nigeria,Seychelles,3,1,African Nations Cup qualifier,Nigeria,FALSE
2019,3,22,Algeria,Gambia,1,1,African Nations Cup qualifier,Algeria,FALSE
2019,3,22,Sudan,Equatorial Guinea,1,4,African Nations Cup qualifier,Sudan,FALSE
2019,3,22,Tunisia,Eswatini,4,0,African Nations Cup qualifier,Tunisia,FALSE
2019,3,22,Malawi,Morocco,0,0,African Nations Cup qualifier,Malawi,FALSE
2019,3,22,Burkina Faso,Mauritania,1,0,African Nations Cup qualifier,Burkina Faso,FALSE
2019,3,22,Botswana,Angola,0,1,African Nations Cup qualifier,Botswana,FALSE
2019,3,22,Guatemala,Costa Rica,1,0,Friendly,Guatemala,FALSE
2019,3,22,Mexico,Chile,3,1,Friendly,United States,TRUE
2019,3,22,Saint Lucia,Aruba,3,2,CONCACAF Nations League q,Antigua and Barbuda,TRUE
2019,3,22,Cayman Islands,Montserrat,1,2,CONCACAF Nations League q,Cayman Islands,FALSE
2019,3,22,Anguilla,US Virgin Islands,0,3,CONCACAF Nations League q,Anguilla,FALSE
2019,3,22,Venezuela,Argentina,3,1,Friendly,Spain,TRUE
2019,3,22,Peru,Paraguay,1,0,Friendly,United States,TRUE
2019,3,22,England,Czechia,5,0,European Championship qual,England,FALSE
2019,3,22,Moldova,France,1,4,European Championship qual,Moldova,FALSE
2019,3,22,Luxembourg,Lithuania,2,1,European Championship qual,Luxembourg,FALSE
2019,3,22,Portugal,Ukraine,0,0,European Championship qual,Portugal,FALSE
2019,3,22,Albania,Turkey,0,2,European Championship qual,Albania,FALSE
2019,3,22,Bulgaria,Montenegro,1,1,European Championship qual,Bulgaria,FALSE
2019,3,22,Andorra,Iceland,0,2,European Championship qual,Andorra,FALSE
2019,3,23,Malaysia,Afghanistan,2,1,Friendly tournament,Malaysia,FALSE
2019,3,23,Syria,Jordan,1,0,Friendly tournament,Iraq,TRUE
2019,3,23,Oman,Singapore,1,1,Friendly tournament,Malaysia,TRUE
2019,3,23,Niger,Egypt,1,1,African Nations Cup qualifier,Niger,FALSE
2019,3,23,Ghana,Kenya,1,0,African Nations Cup qualifier,Ghana,FALSE
2019,3,23,Zambia,Namibia,4,1,African Nations Cup qualifier,Zambia,FALSE
2019,3,23,Senegal,Madagascar,2,0,African Nations Cup qualifier,Senegal,FALSE
2019,3,23,Guinea-Bissau,Mozambique,2,2,African Nations Cup qualifier,Guinea-Bissau,FALSE
2019,3,23,Burundi,Gabon,1,1,African Nations Cup qualifier,Burundi,FALSE
2019,3,23,Cameroon,Comoros,3,0,African Nations Cup qualifier,Cameroon,FALSE
